filename,width,height,filesize,brightness,sharpness,blurry_flag
GVLiD\Black rot\black rot781.jpg,1080,1080,207031,135.32757667781212,94.29331970214844,1
GVLiD\Black rot\black rot782.jpg,1080,1080,207031,135.32757667781212,94.29331970214844,1
GVLiD\Black rot\black rot783.jpg,1080,1080,207031,135.32757667781212,94.29331970214844,1
GVLiD\Black rot\black rot784.jpg,1080,1080,207031,135.32757667781212,94.29331970214844,1
GVLiD\Black rot\black rot785.jpg,1080,1080,324580,106.87116993569957,344.8387756347656,1
GVLiD\Black rot\black rot786.jpg,1080,1080,324580,106.87116993569957,344.8387756347656,1
GVLiD\Black rot\black rot787.jpg,1080,1080,324580,106.87116993569957,344.8387756347656,1
GVLiD\Black rot\black rot788.jpg,1080,1080,324580,106.87116993569957,344.8387756347656,1
GVLiD\Black rot\black rot789.jpg,1080,1080,324580,106.87116993569957,344.8387756347656,1
GVLiD\Black rot\black rot790.jpg,1080,1080,324580,106.87116993569957,344.8387756347656,1
GVLiD\Black rot\black rot791.jpg,1080,1080,324580,106.87116993569957,344.8387756347656,1
GVLiD\Black rot\black rot792.jpg,1080,1080,324580,106.87116993569957,344.8387756347656,1
GVLiD\Black rot\black rot793.jpg,1080,1080,291020,128.88826128429355,657.9111328125,1
GVLiD\Black rot\black rot794.jpg,1080,1080,291020,128.88826128429355,657.9111328125,1
GVLiD\Black rot\black rot795.jpg,1080,1080,291020,128.88826128429355,657.9111328125,1
GVLiD\Black rot\black rot796.jpg,1080,1080,291020,128.88826128429355,657.9111328125,1
GVLiD\Black rot\black rot797.jpg,1080,1080,291020,128.88826128429355,657.9111328125,1
GVLiD\Black rot\black rot798.jpg,1080,1080,291020,128.88826128429355,657.9111328125,1
GVLiD\Black rot\black rot799.jpg,1080,1080,291020,128.88826128429355,657.9111328125,1
GVLiD\Black rot\black rot800.jpg,1080,1080,291020,128.88826128429355,657.9111328125,1
GVLiD\Black rot\black rot801.jpg,1080,1080,180256,110.01153965106309,250.74880981445312,1
GVLiD\Black rot\black rot802.jpg,1080,1080,180256,110.01153965106309,250.74880981445312,1
GVLiD\Black rot\black rot803.jpg,1080,1080,180256,110.01153965106309,250.74880981445312,1
GVLiD\Black rot\black rot804.jpg,1080,1080,180256,110.01153965106309,250.74880981445312,1
GVLiD\Black rot\black rot805.jpg,1080,1080,180256,110.01153965106309,250.74880981445312,1
GVLiD\Black rot\black rot806.jpg,1080,1080,180256,110.01153965106309,250.74880981445312,1
GVLiD\Black rot\black rot807.jpg,1080,1080,180256,110.01153965106309,250.74880981445312,1
GVLiD\Black rot\black rot808.jpg,1080,1080,180256,110.01153965106309,250.74880981445312,1
GVLiD\Black rot\mega dataset (31) - Copy - Copy - Copy.jpg,1080,1080,295062,112.7026856112825,337.1591491699219,1
GVLiD\esca\esca001.jpg,1080,1080,257260,121.69682292438274,401.3019104003906,1
GVLiD\esca\esca002.jpg,1080,1080,291020,128.88826128429355,657.9111328125,1
GVLiD\esca\esca003.jpg,1080,1080,276263,129.50888666409466,645.574951171875,1
GVLiD\esca\esca004.jpg,1080,1080,147246,121.12354035065152,73.54866790771484,1
GVLiD\esca\esca005.jpg,1080,1080,270368,113.45420562499994,621.5065307617188,1
GVLiD\esca\esca006.jpg,1080,1080,234692,132.65779766803843,230.90554809570312,1
GVLiD\esca\esca007.jpg,1080,1080,417798,148.0899073096708,1204.257080078125,1
GVLiD\esca\esca008.jpg,1080,1080,250651,124.90377919067208,481.3849182128906,1
GVLiD\esca\esca009.jpg,1080,1080,286888,137.65527924982854,556.19580078125,1
GVLiD\esca\esca010.jpg,1080,1080,280943,108.46471252572013,586.8145141601562,1
GVLiD\esca\esca011.jpg,1080,1080,268520,136.72838117626884,472.8623352050781,1
GVLiD\esca\esca012.jpg,1080,1080,324393,139.8311126243142,668.6610107421875,1
GVLiD\esca\esca013.jpg,1080,1080,305578,125.63568929269547,652.14208984375,1
GVLiD\esca\esca014.jpg,1080,1080,227322,135.9168320036008,182.67286682128906,1
GVLiD\esca\esca015.jpg,1080,1080,241822,123.35166385630994,481.9665222167969,1
GVLiD\esca\esca016.jpg,1080,1080,232060,109.33978678755145,350.0479431152344,1
GVLiD\esca\esca017.jpg,1080,1080,370526,148.24357902263364,842.7992553710938,1
GVLiD\esca\esca018.jpg,1080,1080,186013,82.47753493912896,149.4208221435547,1
GVLiD\esca\esca019.jpg,1080,1080,276321,108.3719585913923,423.4210205078125,1
GVLiD\esca\esca020.jpg,1080,1080,208835,113.02665007115908,170.2057342529297,1
GVLiD\esca\esca021.jpg,1080,1080,287132,139.03514264917692,415.6014709472656,1
GVLiD\esca\esca022.jpg,1080,1080,247289,123.21700632630319,338.5810852050781,1
GVLiD\esca\esca023.jpg,1080,1080,243945,112.27588126628945,494.6069030761719,1
GVLiD\esca\esca024.jpg,1080,1080,248388,111.78043803755148,461.2022399902344,1
GVLiD\esca\esca025.jpg,1080,1080,263205,138.0061954080933,456.62847900390625,1
GVLiD\esca\esca026.jpg,1080,1080,293229,125.90980345850475,539.0252075195312,1
GVLiD\esca\esca027.jpg,1080,1080,280099,97.54288410579561,719.00634765625,1
GVLiD\esca\esca028.jpg,1080,1080,376269,127.02011619341559,1116.6453857421875,1
GVLiD\esca\esca029.jpg,1080,1080,282016,120.7126189943416,444.4530029296875,1
GVLiD\esca\esca030.jpg,1080,1080,284722,126.4019139883402,628.4515380859375,1
GVLiD\esca\esca031.jpg,1080,1080,263232,97.5611258607682,631.4163818359375,1
GVLiD\esca\esca032.jpg,1080,1080,295786,124.49140435956791,642.88427734375,1
GVLiD\esca\esca033.jpg,1080,1080,294359,148.5173890817901,356.52947998046875,1
GVLiD\esca\esca034.jpg,1080,1080,268484,149.6600984070645,331.79522705078125,1
GVLiD\esca\esca035.jpg,1080,1080,258983,101.11944369427299,704.8181762695312,1
GVLiD\esca\esca036.jpg,1080,1080,178533,105.24774464591901,101.38241577148438,1
GVLiD\esca\esca037.jpg,1080,1080,283897,105.18998441872431,430.83282470703125,1
GVLiD\esca\esca038.jpg,1080,1080,289482,103.0862468415638,743.6909790039062,1
GVLiD\esca\esca039.jpg,1080,1080,370474,130.46069095164617,992.7914428710938,1
GVLiD\esca\esca040.jpg,1080,1080,221480,99.3520880598423,333.84259033203125,1
GVLiD\esca\esca041.jpg,1080,1080,344465,100.64303175068584,1355.7408447265625,1
GVLiD\esca\esca042.jpg,1080,1080,258904,107.69790304955418,397.4865417480469,1
GVLiD\esca\esca043.jpg,1080,1080,310505,120.60679579218112,866.2832641601562,1
GVLiD\esca\esca044.jpg,1080,1080,288679,100.20063745884777,609.1348876953125,1
GVLiD\esca\esca045.jpg,1080,1080,348781,121.37620040552129,1099.7813720703125,1
GVLiD\esca\esca046.jpg,1080,1080,347912,122.55126429098082,994.7083740234375,1
GVLiD\esca\esca047.jpg,1080,1080,349207,128.82112695473253,921.44482421875,1
GVLiD\esca\esca048.jpg,1080,1080,245600,91.56486594993143,338.58306884765625,1
GVLiD\esca\esca049.jpg,1080,1080,317369,133.93344653377912,931.0777587890625,1
GVLiD\esca\esca050.jpg,1080,1080,332991,106.21534282578875,913.1958618164062,1
GVLiD\esca\esca051.jpg,1080,1080,303639,136.81173470764753,587.835693359375,1
GVLiD\esca\esca052.jpg,1080,1080,245416,121.16824345164603,445.3633117675781,1
GVLiD\esca\esca053.jpg,1080,1080,257984,119.95174718964334,459.3896789550781,1
GVLiD\esca\esca054.jpg,1080,1080,244358,91.74510957904663,543.5848388671875,1
GVLiD\esca\esca055.jpg,1080,1080,212074,111.50730624142653,261.93048095703125,1
GVLiD\esca\esca056.jpg,1080,1080,224291,105.81160977709187,428.5252990722656,1
GVLiD\esca\esca057.jpg,1080,1080,226794,124.66984231995886,280.7107238769531,1
GVLiD\esca\esca058.jpg,1080,1080,254638,100.64606204389575,542.8779907226562,1
GVLiD\esca\esca059.jpg,1080,1080,280556,116.98419232596024,706.3755493164062,1
GVLiD\esca\esca060.jpg,1080,1080,218145,85.7402425625857,291.4624328613281,1
GVLiD\esca\esca061.jpg,1080,1080,313175,104.38042675154325,785.7225341796875,1
GVLiD\esca\esca062.jpg,1080,1080,418437,142.82533760030861,1090.593994140625,1
GVLiD\esca\esca063.jpg,1080,1080,243142,125.84537268861452,343.86865234375,1
GVLiD\esca\esca064.jpg,1080,1080,316593,133.44143455075448,585.2599487304688,1
GVLiD\esca\esca065.jpg,1080,1080,250196,113.2958951183128,509.36065673828125,1
GVLiD\esca\esca066.jpg,1080,1080,248402,108.0237911231138,435.1441650390625,1
GVLiD\esca\esca067.jpg,1080,1080,185647,82.32415142232513,181.74252319335938,1
GVLiD\esca\esca068.jpg,1080,1080,278761,118.6216304252401,793.935546875,1
GVLiD\esca\esca069.jpg,1080,1080,223464,146.98286989540463,163.36715698242188,1
GVLiD\esca\esca070.jpg,1080,1080,253976,123.34433581189987,274.77496337890625,1
GVLiD\esca\esca071.jpg,1080,1080,379018,137.59905846279156,1075.8363037109375,1
GVLiD\esca\esca072.jpg,1080,1080,224817,117.47296116083676,344.8757629394531,1
GVLiD\esca\esca073.jpg,1080,1080,270231,129.06090813443063,480.78448486328125,1
GVLiD\esca\esca074.jpg,1080,1080,193757,87.80007769976,196.6497802734375,1
GVLiD\esca\esca075.jpg,1080,1080,278517,99.39333733967761,620.5648803710938,1
GVLiD\esca\esca076.jpg,1080,1080,282312,113.10997933384772,672.3450927734375,1
GVLiD\esca\esca077.jpg,1080,1080,204193,135.7490952614883,262.8067321777344,1
GVLiD\esca\esca078.jpg,1080,1080,240257,99.52532985082294,388.6700134277344,1
GVLiD\esca\esca079.jpg,1080,1080,257951,108.96501944530179,437.4955139160156,1
GVLiD\esca\esca080.jpg,1080,1080,242703,115.48951845764746,374.079833984375,1
GVLiD\esca\esca081.jpg,1080,1080,232021,101.7893082510288,184.3670196533203,1
GVLiD\esca\esca082.jpg,1080,1080,218194,100.75818883744859,252.01385498046875,1
GVLiD\esca\esca083.jpg,1080,1080,306854,116.23275421896429,671.5680541992188,1
GVLiD\esca\esca084.jpg,1080,1080,311336,124.2140778943759,715.2361450195312,1
GVLiD\esca\esca085.jpg,1080,1080,336512,110.6539463820302,904.7589111328125,1
GVLiD\esca\esca086.jpg,1080,1080,201298,133.84189013203013,197.91769409179688,1
GVLiD\esca\esca087.jpg,1080,1080,257034,79.87823708847736,798.46240234375,1
GVLiD\esca\esca088.jpg,1080,1080,184609,136.41079604595336,190.9248504638672,1
GVLiD\esca\esca089.jpg,1080,1080,240501,118.31087837705759,390.5514831542969,1
GVLiD\esca\esca090.jpg,1080,1080,260354,138.42597140946498,309.34930419921875,1
GVLiD\esca\esca091.jpg,1080,1080,174122,105.77702791495196,151.87779235839844,1
GVLiD\esca\esca092.jpg,1080,1080,168158,72.9189194015775,272.7635803222656,1
GVLiD\esca\esca093.jpg,1080,1080,275973,108.68292816786693,515.8555297851562,1
GVLiD\esca\esca094.jpg,1080,1080,184004,122.18589849365566,246.7303924560547,1
GVLiD\esca\esca095.jpg,1080,1080,331587,107.18042635116593,782.8193969726562,1
GVLiD\esca\esca096.jpg,1080,1080,204174,135.7895714926269,148.8983612060547,1
GVLiD\esca\esca097.jpg,1080,1080,319597,120.95482477451985,1001.53369140625,1
GVLiD\esca\esca098.jpg,1080,1080,362234,96.39653006944444,1348.439697265625,1
GVLiD\esca\esca099.jpg,1080,1080,152051,92.41408511659809,98.91505432128906,1
GVLiD\esca\esca100.jpg,1080,1080,259912,113.41819421553497,488.9658203125,1
GVLiD\esca\esca101.jpg,1080,1080,228892,101.91886764317552,306.71575927734375,1
GVLiD\esca\esca102.jpg,1080,1080,255496,130.58600789094655,425.6017761230469,1
GVLiD\esca\esca103.jpg,1080,1080,210527,128.0089673182442,702.4644775390625,1
GVLiD\esca\esca104.jpg,1080,1080,318239,137.00437856567206,698.5384521484375,1
GVLiD\esca\esca105.jpg,1080,1080,249682,125.14385013974623,474.13104248046875,1
GVLiD\esca\esca106.jpg,1080,1080,263127,113.60782681841566,508.0150451660156,1
GVLiD\esca\esca107.jpg,1080,1080,320092,108.2620262740055,765.2274169921875,1
GVLiD\esca\esca108.jpg,1080,1080,250849,114.73276599879975,465.37322998046875,1
GVLiD\esca\esca109.jpg,1080,1080,328088,111.26242240997944,770.2966918945312,1
GVLiD\esca\esca110.jpg,1080,1080,193899,107.04846957133068,237.26205444335938,1
GVLiD\esca\esca111.jpg,1080,1080,245115,106.20598482681748,478.0562438964844,1
GVLiD\esca\esca112.jpg,1080,1080,271362,117.63359943158434,456.8470458984375,1
GVLiD\esca\esca113.jpg,1080,1080,190599,134.10352776577508,123.44170379638672,1
GVLiD\esca\esca114.jpg,1080,1080,181664,98.48204402091902,201.7176055908203,1
GVLiD\esca\esca115.jpg,1080,1080,275241,125.46813278978054,362.1234436035156,1
GVLiD\esca\esca116.jpg,1080,1080,225723,115.45768660579567,380.9049072265625,1
GVLiD\esca\esca117.jpg,1080,1080,233420,79.62036532921812,581.4921875,1
GVLiD\esca\esca118.jpg,1080,1080,216713,111.29169820387519,384.96185302734375,1
GVLiD\esca\esca119.jpg,1080,1080,218174,136.28983478480805,225.48202514648438,1
GVLiD\esca\esca120.jpg,1080,1080,217054,104.00740197273663,255.05538940429688,1
GVLiD\esca\esca121.jpg,1080,1080,242815,114.04876930384091,325.75653076171875,1
GVLiD\esca\esca122.jpg,1080,1080,232828,100.95361258916319,329.7426452636719,1
GVLiD\esca\esca123.jpg,1080,1080,301952,125.52364311728397,631.2710571289062,1
GVLiD\esca\esca124.jpg,1080,1080,230742,126.03422394718798,284.3384094238281,1
GVLiD\esca\esca125.jpg,1080,1080,303260,115.62314059927981,760.1463623046875,1
GVLiD\esca\esca126.jpg,1080,1080,232142,131.05775643947192,215.18319702148438,1
GVLiD\esca\esca127.jpg,1080,1080,239296,123.92130974537038,368.1976623535156,1
GVLiD\esca\esca128.jpg,1080,1080,252500,122.71027999657062,458.091552734375,1
GVLiD\esca\esca129.jpg,1080,1080,248296,129.43301254543897,395.4783935546875,1
GVLiD\esca\esca130.jpg,1080,1080,193557,95.53562036779834,273.1854248046875,1
GVLiD\esca\esca131.jpg,1080,1080,352768,134.3048967472565,889.8363037109375,1
GVLiD\esca\esca132.jpg,1080,1080,264009,90.76920276320307,703.0097045898438,1
GVLiD\esca\esca133.jpg,1080,1080,396867,148.83257634687922,1201.837158203125,1
GVLiD\esca\esca134.jpg,1080,1080,249038,133.0094352486282,322.5419006347656,1
GVLiD\esca\esca135.jpg,1080,1080,285186,143.74476219650205,425.08477783203125,1
GVLiD\esca\esca136.jpg,1080,1080,227891,131.51529584962276,315.01947021484375,1
GVLiD\esca\esca137.jpg,1080,1080,326242,106.0803893484225,783.7692260742188,1
GVLiD\esca\esca138.jpg,1080,1080,309598,128.13458966649515,647.2715454101562,1
GVLiD\esca\esca139.jpg,1080,1080,252905,135.77600619855963,279.8745422363281,1
GVLiD\esca\esca140.jpg,1080,1080,271861,110.8133941075103,525.08203125,1
GVLiD\esca\esca141.jpg,1080,1080,279878,127.28300411008229,620.074462890625,1
GVLiD\esca\esca142.jpg,1080,1080,282458,117.60021348251023,831.024169921875,1
GVLiD\esca\esca143.jpg,1080,1080,313705,131.61447330161184,980.5044555664062,1
GVLiD\esca\esca144.jpg,1080,1080,267632,104.75761485082307,531.5932006835938,1
GVLiD\esca\esca145.jpg,1080,1080,287885,101.51943489883404,860.7118530273438,1
GVLiD\esca\esca146.jpg,1080,1080,278437,92.97189196587792,723.8578491210938,1
GVLiD\esca\esca147.jpg,1080,1080,250788,112.15507166066527,374.07733154296875,1
GVLiD\esca\esca148.jpg,1080,1080,180817,94.73757142832648,173.06024169921875,1
GVLiD\esca\esca149.jpg,1080,1080,372972,99.87253869255831,1100.1304931640625,1
GVLiD\esca\esca150.jpg,1080,1080,334607,120.2445474425583,781.2026977539062,1
GVLiD\esca\esca151.jpg,1080,1080,304041,95.01078039437583,820.7573852539062,1
GVLiD\esca\esca152.jpg,1080,1080,260478,98.89076565500685,482.92010498046875,1
GVLiD\esca\esca153.jpg,1080,1080,347910,102.85973367455425,856.5521240234375,1
GVLiD\esca\esca154.jpg,1080,1080,288780,85.87867265260623,568.6004028320312,1
GVLiD\esca\esca155.jpg,1080,1080,267324,116.42432120027439,688.3653564453125,1
GVLiD\esca\esca156.jpg,1080,1080,296920,138.08080106052807,563.0662841796875,1
GVLiD\esca\esca157.jpg,1080,1080,248918,109.12994198045264,308.58612060546875,1
GVLiD\esca\esca158.jpg,1080,1080,498147,152.10591522633737,1953.8802490234375,1
GVLiD\esca\esca159.jpg,1080,1080,299331,139.23880372085057,723.6842041015625,1
GVLiD\esca\esca160.jpg,1080,1080,254270,113.36373979509597,251.5565185546875,1
GVLiD\esca\esca161.jpg,1080,1080,237464,80.6299731584362,464.080810546875,1
GVLiD\esca\esca162.jpg,1080,1080,219816,113.60353662037033,294.7872619628906,1
GVLiD\esca\esca163.jpg,1080,1080,286233,111.4543216212277,603.406982421875,1
GVLiD\esca\esca164.jpg,1080,1080,282790,133.54515304183818,631.6035766601562,1
GVLiD\esca\esca165.jpg,1080,1080,250723,94.46558372342241,342.92047119140625,1
GVLiD\esca\esca166.jpg,1080,1080,412359,137.949081242284,1033.1331787109375,1
GVLiD\esca\esca167.jpg,1080,1080,248150,106.74265546467764,449.6379089355469,1
GVLiD\esca\esca168.jpg,1080,1080,217502,112.76738929441011,285.2897644042969,1
GVLiD\esca\esca169.jpg,1080,1080,253025,110.19915008058982,400.3927917480469,1
GVLiD\esca\esca170.jpg,1080,1080,255657,107.59835462448558,576.1934814453125,1
GVLiD\esca\esca171.jpg,1080,1080,268380,104.90653577331966,680.849609375,1
GVLiD\esca\esca172.jpg,1080,1080,290169,119.19948530521269,585.609130859375,1
GVLiD\esca\esca173.jpg,1080,1080,269321,87.2465217549726,1144.2215576171875,1
GVLiD\esca\esca174.jpg,1080,1080,213226,127.67569903034968,230.44406127929688,1
GVLiD\esca\esca175.jpg,1080,1080,224391,131.27009961505485,274.7720947265625,1
GVLiD\esca\esca176.jpg,1080,1080,244397,96.58345081532921,490.6799011230469,1
GVLiD\esca\esca177.jpg,1080,1080,269550,144.19737523662542,368.6874694824219,1
GVLiD\esca\esca178.jpg,1080,1080,238022,118.87463699674208,275.0112609863281,1
GVLiD\esca\esca179.jpg,1080,1080,326824,110.3743883736283,858.82421875,1
GVLiD\esca\esca180.jpg,1080,1080,345645,137.3972033779149,1217.488525390625,1
GVLiD\esca\esca181.jpg,1080,1080,354059,117.45778828275036,1013.3693237304688,1
GVLiD\esca\esca182.jpg,1080,1080,321602,116.05524897033604,973.1718139648438,1
GVLiD\esca\esca183.jpg,1080,1080,378058,113.61974326903291,1356.9654541015625,1
GVLiD\esca\esca184.jpg,1080,1080,266951,116.20789809327843,469.3381652832031,1
GVLiD\esca\esca185.jpg,1080,1080,346433,108.80750743569956,896.22216796875,1
GVLiD\esca\esca186.jpg,1080,1080,180993,110.09998590192049,117.60647583007812,1
GVLiD\esca\esca187.jpg,1080,1080,207210,73.78531916323732,397.993408203125,1
GVLiD\esca\esca188.jpg,1080,1080,329941,119.00721363082994,653.3084716796875,1
GVLiD\esca\esca189.jpg,1080,1080,265719,112.20064484653626,639.390869140625,1
GVLiD\esca\esca190.jpg,1080,1080,255279,110.59321128858028,550.4244384765625,1
GVLiD\esca\esca191.jpg,1080,1080,411366,119.28313494084365,1061.7275390625,1
GVLiD\esca\esca192.jpg,1080,1080,228515,115.56223751800414,285.7469787597656,1
GVLiD\esca\esca193.jpg,1080,1080,242314,74.13637555727021,510.0080261230469,1
GVLiD\esca\esca194.jpg,1080,1080,297433,131.21613098851168,624.2881469726562,1
GVLiD\esca\esca195.jpg,1080,1080,264160,147.60463862911527,1093.3155517578125,1
GVLiD\esca\esca196.jpg,1080,1080,329968,95.6438349356996,1053.9974365234375,1
GVLiD\esca\esca197.jpg,1080,1080,230503,102.0479242746914,260.8910827636719,1
GVLiD\esca\esca198.jpg,1080,1080,318671,135.64375276491768,589.4448852539062,1
GVLiD\esca\esca199.jpg,1080,1080,218600,118.03667592678326,303.7794189453125,1
GVLiD\esca\esca200.jpg,1080,1080,295009,115.8982411616941,657.6713256835938,1
GVLiD\esca\esca201.jpg,1080,1080,239632,137.97368435871056,444.4254150390625,1
GVLiD\esca\esca202.jpg,1080,1080,167107,118.86127642061045,130.07244873046875,1
GVLiD\esca\esca203.jpg,1080,1080,306845,144.66157330332655,486.9958190917969,1
GVLiD\esca\esca204.jpg,1080,1080,296182,124.63108569101513,791.2017211914062,1
GVLiD\esca\esca205.jpg,1080,1080,350728,121.2118875831618,702.3157958984375,1
GVLiD\esca\esca206.jpg,1080,1080,167834,124.86993583161862,196.60079956054688,1
GVLiD\esca\esca207.jpg,1080,1080,194445,102.3513780581276,235.93873596191406,1
GVLiD\esca\esca208.jpg,1080,1080,257447,120.53528838391631,391.8246154785156,1
GVLiD\esca\esca209.jpg,1080,1080,257426,115.4692892704046,467.4910888671875,1
GVLiD\esca\esca210.jpg,1080,1080,343305,130.73818597307954,884.6671142578125,1
GVLiD\esca\esca211.jpg,1080,1080,222924,96.25696453017827,288.2982482910156,1
GVLiD\esca\esca212.jpg,1080,1080,317241,143.6332732784637,547.3079833984375,1
GVLiD\esca\esca213.jpg,1080,1080,309089,115.56682715706448,883.3038940429688,1
GVLiD\esca\esca214.jpg,1080,1080,394066,123.48909719135798,1080.9384765625,1
GVLiD\esca\esca215.jpg,1080,1080,309297,118.75807574502738,800.802490234375,1
GVLiD\esca\esca216.jpg,1080,1080,321910,124.5921177949245,745.709228515625,1
GVLiD\esca\esca217.jpg,1080,1080,269129,102.36968635545266,633.76806640625,1
GVLiD\esca\esca218.jpg,1080,1080,286762,108.39422386745542,456.07086181640625,1
GVLiD\esca\esca219.jpg,1080,1080,321279,114.62917363168724,837.2322998046875,1
GVLiD\esca\esca220.jpg,1080,1080,219256,68.4914757270234,211.18106079101562,1
GVLiD\esca\esca221.jpg,1080,1080,301740,123.2572731824416,532.4758911132812,1
GVLiD\esca\esca222.jpg,1080,1080,250272,106.83725743998632,475.52197265625,1
GVLiD\esca\esca223.jpg,1080,1080,270645,92.00366871656375,592.5372314453125,1
GVLiD\esca\esca224.jpg,1080,1080,301214,123.57277034550759,469.8420715332031,1
GVLiD\esca\esca225.jpg,1080,1080,201426,120.4004377923524,319.3972473144531,1
GVLiD\esca\esca226.jpg,1080,1080,299779,92.4761903755144,480.17559814453125,1
GVLiD\esca\esca227.jpg,1080,1080,270591,128.65482328532227,540.1588745117188,1
GVLiD\esca\esca228.jpg,1080,1080,150810,130.46191707475987,104.7889175415039,1
GVLiD\esca\esca229.jpg,1080,1080,260802,101.05292155006856,553.3400268554688,1
GVLiD\esca\esca230.jpg,1080,1080,197131,85.91079844993142,341.9977722167969,1
GVLiD\esca\esca231.jpg,1080,1080,217003,129.97410264231817,306.6052551269531,1
GVLiD\esca\esca232.jpg,1080,1080,290244,109.23452610853909,717.9570922851562,1
GVLiD\esca\esca233.jpg,1080,1080,349303,119.90791766889578,1000.3587646484375,1
GVLiD\esca\esca234.jpg,1080,1080,306867,121.39844227623468,634.7695922851562,1
GVLiD\esca\esca235.jpg,1080,1080,353317,119.34294201131691,1025.48828125,1
GVLiD\esca\esca236.jpg,1080,1080,232238,146.9034181858711,200.3732147216797,1
GVLiD\esca\esca237.jpg,1080,1080,378231,121.59413611625514,980.8778076171875,1
GVLiD\esca\esca238.jpg,1080,1080,194012,108.94291941443757,197.62843322753906,1
GVLiD\esca\esca239.jpg,1080,1080,326279,110.2556186582648,719.3328857421875,1
GVLiD\esca\esca240.jpg,1080,1080,243829,105.39199243998624,360.2026672363281,1
GVLiD\esca\esca241.jpg,1080,1080,291301,134.3403576877572,563.25830078125,1
GVLiD\esca\esca242.jpg,1080,1080,234977,122.56604619255832,302.9068298339844,1
GVLiD\esca\esca243.jpg,1080,1080,260000,150.26076870541843,448.2918395996094,1
GVLiD\esca\esca244.jpg,1080,1080,240965,118.78395445216046,590.2390747070312,1
GVLiD\esca\esca245.jpg,1080,1080,198661,99.472949266118,309.1009216308594,1
GVLiD\esca\esca246.jpg,1080,1080,262257,113.7745027203361,419.0687561035156,1
GVLiD\esca\esca247.jpg,1080,1080,279109,128.6634771116255,559.9182739257812,1
GVLiD\esca\esca248.jpg,1080,1080,180256,110.01153965106309,250.74880981445312,1
GVLiD\esca\esca249.jpg,1080,1080,271650,93.014135058299,647.8182983398438,1
GVLiD\esca\esca250.jpg,1080,1080,390181,122.72931957561723,1217.15234375,1
GVLiD\esca\esca251.jpg,1080,1080,206132,144.05106923696843,199.4755401611328,1
GVLiD\esca\esca252.jpg,1080,1080,245885,135.97715366340879,405.1905212402344,1
GVLiD\esca\esca253.jpg,1080,1080,176088,130.03274726423177,113.5748519897461,1
GVLiD\esca\esca254.jpg,1080,1080,295293,126.53463942986969,767.136962890625,1
GVLiD\esca\esca255.jpg,1080,1080,299624,102.70590542266804,739.3711547851562,1
GVLiD\esca\esca256.jpg,1080,1080,357555,120.42389428155006,1100.8197021484375,1
GVLiD\esca\esca257.jpg,1080,1080,327319,103.09674063700271,764.4974365234375,1
GVLiD\esca\esca258.jpg,1080,1080,255317,115.47238734825102,425.2467346191406,1
GVLiD\esca\esca259.jpg,1080,1080,308926,124.35689734482166,859.2645874023438,1
GVLiD\esca\esca260.jpg,1080,1080,277999,86.72980033864883,593.7546997070312,1
GVLiD\esca\esca261.jpg,1080,1080,247999,128.23510901577507,400.4670104980469,1
GVLiD\esca\esca262.jpg,1080,1080,261412,123.42712278635112,493.943115234375,1
GVLiD\esca\esca263.jpg,1080,1080,254879,105.72289664266114,364.86993408203125,1
GVLiD\esca\esca264.jpg,1080,1080,220056,100.47118605624138,400.7391357421875,1
GVLiD\esca\esca265.jpg,1080,1080,250331,116.49007028806584,378.8841247558594,1
GVLiD\esca\esca266.jpg,1080,1080,240014,112.31075958590539,244.52151489257812,1
GVLiD\esca\esca267.jpg,1080,1080,270628,93.77693641803837,434.5767517089844,1
GVLiD\esca\esca268.jpg,1080,1080,209503,116.59868060699588,364.24945068359375,1
GVLiD\esca\esca269.jpg,1080,1080,244107,98.74600959876545,596.6004638671875,1
GVLiD\esca\esca270.jpg,1080,1080,318570,128.67939272376543,624.9985961914062,1
GVLiD\esca\esca271.jpg,1080,1080,272602,124.91286819615917,366.3322448730469,1
GVLiD\esca\esca272.jpg,1080,1080,212813,124.75649566358027,260.50274658203125,1
GVLiD\esca\esca273.jpg,1080,1080,240655,109.60591049811381,247.03369140625,1
GVLiD\esca\esca274.jpg,1080,1080,484032,148.26740344821678,1525.2554931640625,1
GVLiD\esca\esca275.jpg,1080,1080,222405,134.40865551954732,227.02993774414062,1
GVLiD\esca\esca276.jpg,1080,1080,272422,121.75178284550752,463.0774230957031,1
GVLiD\esca\esca277.jpg,1080,1080,298475,110.3240635005144,791.4752807617188,1
GVLiD\esca\esca278.jpg,1080,1080,277666,115.99323511316874,666.1229248046875,1
GVLiD\esca\esca279.jpg,1080,1080,236158,70.53286623885455,424.83349609375,1
GVLiD\esca\esca280.jpg,1080,1080,159690,99.81819056327163,128.71234130859375,1
GVLiD\esca\esca281.jpg,1080,1080,252693,141.4125958967764,401.5228271484375,1
GVLiD\esca\esca282.jpg,1080,1080,222376,111.00659918895747,265.6671142578125,1
GVLiD\esca\esca283.jpg,1080,1080,354041,109.98869594393005,1110.1346435546875,1
GVLiD\esca\esca284.jpg,1080,1080,260599,129.4229296587791,395.40228271484375,1
GVLiD\esca\esca285.jpg,1080,1080,224327,159.95074521347743,193.74124145507812,1
GVLiD\esca\esca286.jpg,1080,1080,214190,111.41309840877919,190.94952392578125,1
GVLiD\esca\esca287.jpg,1080,1080,354289,117.5714492163923,748.7096557617188,1
